"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"10","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","557","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"11","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","558","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"12","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","3","575","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"13","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","592","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"14","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","593","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"15","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","4","673","Useless parentheses.","Code Style","UselessParentheses"
"16","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","4","676","Useless parentheses.","Code Style","UselessParentheses"
"17","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","3","808","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"18","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","3","891","Consider simply returning the value vs storing it in local variable 'appliedDiscountStr'","Code Style","UnnecessaryLocalBeforeReturn"
"19","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","927","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"20","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","2","928","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"21","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreOrderExportService.java","3","957","Avoid unused private methods such as 'getDiscountTypes(OrderModel)'.","Best Practices","UnusedPrivateMethod"
"1","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/SendOrderToClearSaleAction.java","2","45","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.payment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/payment/PostTaxesAction.java","2","35","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.order.payment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/payment/PostTaxesAction.java","2","38","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.payment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/payment/SendPaymentFailedNotificationAction.java","2","37","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/SendOrderPlacedNotificationAction.java","4","15","Unused import 'com.b2cretailstore.core.event.OrderConfirmationEventListener'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/SendOrderPlacedNotificationAction.java","4","22","Unused import 'de.hybris.platform.core.enums.OrderStatus'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/SendOrderPlacedNotificationAction.java","4","23","Unused import 'de.hybris.platform.orderprocessing.events.OrderPlacedEvent'","Code Style","UnnecessaryImport"
"4","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/SendOrderPlacedNotificationAction.java","2","43","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/AcceptGoodsAction.java","2","34","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.cancel","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/cancel/ProcessOrderCancellationAction.java","2","68","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.order.cancel","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/cancel/ProcessOrderCancellationAction.java","4","90","Useless parentheses.","Code Style","UselessParentheses"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/ApproveReturnAction.java","2","37","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/ApproveReturnAction.java","2","46","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CancelReturnAction.java","4","19","Unused import 'de.hybris.platform.returns.model.OrderReturnRecordModel'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CancelReturnAction.java","2","39","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CancelReturnAction.java","2","58","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/OrderManualCheckedAction.java","2","66","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/OrderManualCheckedAction.java","2","80","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/ConfigureReturnedEntriesAction.java","2","19","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.email","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/email/GenerateEmailWithAttachmentAction.java","2","106","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.email","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/email/GenerateEmailWithAttachmentAction.java","2","129","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.ordermanagement.actions.email","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/email/GenerateEmailWithAttachmentAction.java","3","139","Consider simply returning the value vs storing it in local variable 'emailAttachmentModel'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.b2cretailstore.ordermanagement.actions.order.payment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/payment/TakePaymentAction.java","2","40","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.order.payment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/payment/TakePaymentAction.java","2","64","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CompleteReturnAction.java","2","38","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/PrintPackingLabelAction.java","2","32","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","3","73","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"2","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","3","89","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"3","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","2","91","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","3","101","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"5","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","2","103","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","com.b2cretailstore.ordermanagement.actions.consignment","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/consignment/ReAllocateConsignmentAction.java","2","185","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/GenerateReturnOrderFileAction.java","2","45","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/SuccessTaxReverseAction.java","2","31","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/PrintReturnLabelAction.java","2","39","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/ProcessClearSaleResponseAction.java","3","30","Avoid unused private fields such as 'orderIntegrationService'.","Best Practices","UnusedPrivateField"
"2","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/ProcessClearSaleResponseAction.java","3","30","Perhaps 'orderIntegrationService' could be replaced by a local variable.","Design","SingularField"
"3","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/ProcessClearSaleResponseAction.java","2","57","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/SendReturnOrderToC4CAction.java","4","9","Unused import 'de.hybris.platform.core.model.order.OrderModel'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/SendReturnOrderToC4CAction.java","2","27","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/SuccessCaptureAction.java","2","33","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/FraudCheckOrderAction.java","3","51","Avoid unused private fields such as 'orderIntegrationService'.","Best Practices","UnusedPrivateField"
"2","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/FraudCheckOrderAction.java","3","51","Perhaps 'orderIntegrationService' could be replaced by a local variable.","Design","SingularField"
"3","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/FraudCheckOrderAction.java","2","58","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.ordermanagement.actions.order.fraudcheck","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/order/fraudcheck/FraudCheckOrderAction.java","2","99","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InitialReturnAction.java","4","19","Unused import 'de.hybris.platform.returns.model.ReturnEntryModel'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InitialReturnAction.java","4","25","Unused import 'de.hybris.platform.warehousing.sourcing.context.PosSelectionStrategy'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InitialReturnAction.java","4","32","Unused import 'java.util.Map'","Code Style","UnnecessaryImport"
"4","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InitialReturnAction.java","2","67","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InitialReturnAction.java","2","94","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/TaxReverseAction.java","2","37","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CaptureRefundAction.java","2","46","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CaptureRefundAction.java","2","53","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CaptureRefundAction.java","3","66","Dont create instances of already existing BigInteger and BigDecimal (ZERO, ONE, TEN)","Performance","BigIntegerInstantiation"
"4","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/CaptureRefundAction.java","2","83","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.aspects","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/aspects/ConsignmentManualReallocationAspect.java","2","65","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.aspects","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/aspects/ConsignmentManualReallocationAspect.java","2","73","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.ordermanagement.aspects","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/aspects/ConsignmentManualReallocationAspect.java","2","80","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.aspects","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/aspects/ConsignmentActionAspect.java","2","57","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.aspects","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/aspects/ConsignmentActionAspect.java","2","65","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/UpdateLastTicketC4CAction.java","2","28","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InventoryUpdateAction.java","2","53","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.actions.returns","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/actions/returns/InventoryUpdateAction.java","2","98","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.ordermanagement.impl","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/testsrc/com/b2cretailstore/ordermanagement/impl/DefaultCheckOrderServiceTest.java","3","31","Perhaps 'baseStore' could be replaced by a local variable.","Design","SingularField"
"1","com.b2cretailstore.promotionengine.rule.strategies.impl.mappers","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/strategies/impl/mappers/CardProviderRuleParameterValueMapper.java","4","14","Unused import 'com.b2cretailstore.core.checkout.dao.CardBrandDao'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.promotionengine.rule.strategies.impl.mappers","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/strategies/impl/mappers/CardProviderRuleParameterValueMapper.java","4","16","Unused import 'com.b2cretailstore.core.model.CardBrandModel'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.storefront.checkout.steps.validation.impl","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/checkout/steps/validation/impl/DefaultBillingAddressMethodCheckoutStepValidator.java","4","9","Duplicate import 'org.springframework.web.servlet.mvc.support.RedirectAttributes'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.storefront.checkout.steps.validation.impl","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/checkout/steps/validation/impl/DefaultBillingAddressMethodCheckoutStepValidator.java","3","15","Avoid unused private fields such as 'LOGGER'.","Best Practices","UnusedPrivateField"
"1","com.b2cretailstore.promotionengine.setup","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/setup/b2cretailstorepromotionengineSystemSetup.java","3","39","Avoid unused private methods such as 'getImageStream()'.","Best Practices","UnusedPrivateMethod"
"1","com.b2cretailstore.promotionengine.rule.strategies.impl.mappers","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/strategies/impl/mappers/PaymentModeRuleParameterValueMapper.java","4","14","Unused import 'com.b2cretailstore.core.checkout.dao.CardProviderDao'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.promotionengine.rule.strategies.impl.mappers","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/strategies/impl/mappers/PaymentModeRuleParameterValueMapper.java","4","15","Unused import 'com.b2cretailstore.core.model.CardProviderModel'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.promotionengine.rule.strategies.impl.mappers","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/strategies/impl/mappers/PaymentModeRuleParameterValueMapper.java","4","18","Unused import 'de.hybris.platform.order.daos.PaymentModeDao'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.promotionengine.service.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/testsrc/com/b2cretailstore/promotionengine/service/impl/Defaultb2cretailstorepromotionengineServiceIntegrationTest.java","4","27","Unnecessary import from the current package 'com.b2cretailstore.promotionengine.service.impl.Defaultb2cretailstorepromotionengineService'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.ordermanagement.events","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/events/CreateReturnEventListener.java","2","62","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.ordermanagement.events","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/events/CreateReturnEventListener.java","2","70","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.b2cretailstore.ordermanagement.events","/b2cretailstore/bin/custom/b2cretailstoreordermanagement/src/com/b2cretailstore/ordermanagement/events/CreateReturnEventListener.java","2","84","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.storefront.checkout.steps.validation.impl","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/checkout/steps/validation/impl/ResponsivePaymentMethodCheckoutValidator.java","4","5","Unused import 'de.hybris.platform.acceleratorstorefrontcommons.controllers.util.GlobalMessages'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.storefront.checkout.steps.validation.impl","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/checkout/steps/validation/impl/ResponsivePaymentMethodCheckoutValidator.java","4","7","Unused import 'org.apache.log4j.Logger'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.promotionengine.service.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/service/impl/Defaultb2cretailstorepromotionengineService.java","2","45","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/CMSPageUrlResolvingController.java","3","35","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"2","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/CMSPageUrlResolvingController.java","3","45","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/CategoryFeatureComponentController.java","3","31","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/DefaultCMSComponentController.java","3","31","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"2","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/DefaultCMSComponentController.java","3","49","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/CartSuggestionComponentController.java","3","33","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.promotionengine.rule.calculation","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/calculation/Defaultb2cretailstoreRuleEngineCalculationService.java","3","33","This statement should have braces","Code Style","ControlStatementBraces"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/MiniCartComponentController.java","3","31","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/ProductFeatureComponentController.java","3","35","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
